NFL Game Stats Data in form player_team_offense_ranking,player_fantasy_avg,weather,opp_team_defense_ranking,f_points_earned 
20,7.753333333333333,78,23,6.9
20,5.046666666666667,78,23,4.7
20,5.223333333333333,78,23,2.0
20,1.6666666666666665,78,23,1.5
3,21.75,78,30,17.619999999999997
3,20.47,78,30,9.899999999999999
3,0.81,78,30,1.8
3,14.25,78,30,6.9
3,6.529999999999999,78,30,3.5
3,5.15,78,30,1.9
3,4.93,78,30,1.8
3,2.43,78,30,0.5
3,0.91,78,30,0.4
3,0.78,78,30,0.0
3,0.03,78,30,-0.1
10,18.15533333333333,80,17,31.5
10,7.359999999999999,80,17,9.0
10,9.433333333333334,80,17,1.9
10,0.7599999999999999,80,17,0.5
10,10.790000000000001,80,17,12.9
10,15.184444444444445,80,17,13.1
10,5.213333333333333,80,17,7.2
10,3.4766666666666666,80,17,2.3
10,0.45,80,17,1.9
19,20.012,80,16,16.04
19,5.05,80,16,7.1000000000000005
19,4.215714285714286,80,16,4.0
19,6.8100000000000005,80,16,9.5
19,14.379999999999999,80,16,6.4
19,8.06,80,16,6.4
19,5.5600000000000005,80,16,3.0
19,1.59,80,16,0.4
19,5.9799999999999995,80,16,0.3
19,0.06,80,16,0.0
6,20.476,71,8,11.36
6,3.2199999999999998,71,8,6.3999999999999995
6,16.93,71,8,3.6
6,7.57,71,8,12.5
6,9.879999999999999,71,8,8.3
6,5.5,71,8,3.0
6,10.17,71,8,2.6
6,6.333333333333333,71,8,2.0
6,4.4399999999999995,71,8,1.7
25,13.826,71,20,13.08
25,5.73,71,20,3.7
25,12.89,71,20,5.0
25,7.64,71,20,9.299999999999999
25,0.4,71,20,0.1
25,5.584285714285714,71,20,6.3
25,4.75,71,20,3.5
25,3.567142857142857,71,20,3.7
25,3.65,71,20,0.7
23,15.665999999999997,73,28,24.680000000000003
23,9.1,73,28,6.6
23,4.720000000000001,73,28,3.5
23,10.275714285714287,73,28,11.8
23,8.89,73,28,8.9
23,9.41,73,28,5.4
23,3.4,73,28,4.7
23,5.1,73,28,1.5
23,0.9400000000000001,73,28,1.3
16,12.672,73,19,16.64
16,8.707777777777777,73,19,27.900000000000002
16,4.222222222222223,73,19,8.0
16,4.33,73,19,5.7
16,1.9333333333333336,73,19,3.5
16,0.9866666666666666,73,19,2.2
16,9.690000000000001,73,19,2.2
16,3.4744444444444444,73,19,1.3
16,4.1899999999999995,73,19,0.4
16,2.5414285714285714,73,19,0.0
31,3.562000000000001,86,14,1.6
31,11.52,86,14,5.1
31,1.55,86,14,2.0
31,0.25,86,14,0.1
31,5.96,86,14,2.8
31,6.78,86,14,2.7
31,3.45,86,14,1.7
31,2.16,86,14,0.0
31,0.45,86,14,0.0
2,20.062666666666665,86,13,16.36
2,3.236666666666667,86,13,4.6
2,24.104444444444447,86,13,43.3
2,10.547777777777778,86,13,15.9
2,11.3,86,13,8.1
2,13.032857142857143,86,13,6.3
2,1.6199999999999999,86,13,1.7
2,1.8866666666666667,86,13,0.3
4,17.83844444444444,97,7,16.36
4,11.216666666666665,97,7,4.1
4,3.2333333333333334,97,7,2.2
4,15.176666666666668,97,7,8.4
4,4.6177777777777775,97,7,2.3
4,3.8633333333333333,97,7,4.4
4,5.033333333333333,97,7,4.2
4,1.17,97,7,3.5
4,6.9714285714285715,97,7,1.5
4,0.36,97,7,0.0
29,15.614,97,15,32.54
29,12.01,97,15,7.1
29,2.14,97,15,6.8999999999999995
29,0.5,97,15,0.4
29,4.9399999999999995,97,15,11.6
29,5.99,97,15,3.4
29,3.0,97,15,2.3
29,1.58,97,15,2.2
29,1.6800000000000002,97,15,1.7
29,1.7399999999999998,97,15,-0.7
29,7.369999999999999,97,15,7.6
28,14.502,92,22,15.52
28,10.67,92,22,18.8
28,3.0300000000000002,92,22,2.4
28,4.9799999999999995,92,22,0.3
28,10.82,92,22,11.6
28,8.43,92,22,4.9
28,4.404285714285714,92,22,4.3
28,3.5742857142857143,92,22,3.0
28,6.41,92,22,3.0
28,0.27999999999999997,92,22,1.2
28,0.41,92,22,0.5
17,13.058,92,31,20.48
17,11.016666666666666,92,31,11.1
17,8.13857142857143,92,31,14.8
17,3.8044444444444445,92,31,1.7
17,11.392888888888887,92,31,9.6
17,2.83,92,31,4.8
17,1.6166666666666667,92,31,2.6
17,6.1,92,31,1.8
17,0.6,92,31,1.1
17,3.743333333333333,92,31,1.0
17,5.563333333333333,92,31,0.9
27,13.624,78,2,13.56
27,17.95,78,2,10.8
27,1.13,78,2,1.3
27,0.5700000000000001,78,2,0.1
27,5.5,78,2,6.7
27,11.693999999999999,78,2,5.1
27,2.7,78,2,4.1
27,8.03,78,2,2.4
27,2.527142857142857,78,2,0.5
27,1.02,78,2,0.0
26,14.89,78,18,14.9
26,13.83,78,18,20.700000000000003
26,5.09,78,18,9.4
26,1.55,78,18,3.3
26,6.08,78,18,1.3
26,0.6,78,18,1.2
26,3.5100000000000002,78,18,0.9
26,3.7600000000000002,78,18,0.5
26,0.6599999999999999,78,18,0.0
21,16.186,79,3,14.739999999999998
21,2.77,79,3,3.0
21,9.668571428571427,79,3,2.4
21,7.941428571428572,79,3,0.19999999999999998
21,9.84,79,3,6.0
21,3.27,79,3,4.4
21,6.9,79,3,4.2
21,3.29,79,3,3.6
21,3.1114285714285717,79,3,2.3
21,0.55,79,3,2.2
5,20.274,79,4,14.4
5,10.08,79,4,6.8
5,7.28,79,4,4.7
5,10.190000000000001,79,4,2.5
5,8.42,79,4,2.2
5,6.75,79,4,8.3
5,5.801428571428572,79,4,1.1
5,1.56,79,4,0.6
18,10.831555555555555,83,30,2.76
18,6.755714285714286,83,30,7.3
18,10.283333333333333,83,30,29.1
18,4.9557142857142855,83,30,5.7
18,2.69,83,30,3.5
18,15.92,83,30,2.5
18,5.98,83,30,0.20000000000000018
18,0.6799999999999999,83,30,1.4
18,1.1099999999999999,83,30,0.0
18,4.257777777777777,83,30,-0.1
20,13.975428571428573,83,21,7.839999999999999
20,8.862,83,21,2.96
20,1.1,83,21,34.3
20,5.511111111111111,83,21,3.3
20,7.316666666666666,83,21,0.6
20,7.753333333333333,83,21,10.3
20,5.223333333333333,83,21,3.6
20,5.046666666666667,83,21,3.2
20,4.6033333333333335,83,21,2.0
20,0.09,83,21,0.0
11,17.272000000000002,80,10,14.079999999999998
11,10.329999999999998,80,10,20.6
11,11.54,80,10,13.7
11,5.9799999999999995,80,10,7.4
11,12.59,80,10,5.8
11,3.8,80,10,1.9
11,0.72,80,10,1.6
11,3.92,80,10,1.6
11,0.16999999999999998,80,10,1.2
12,22.244,80,27,41.6
12,14.509999999999998,80,27,19.4
12,2.3600000000000003,80,27,3.3
12,1.64,80,27,0.1
12,7.8100000000000005,80,27,6.7
12,1.09,80,27,2.0
12,4.85,80,27,1.9
12,3.06,80,27,0.7
12,5.17,80,27,0.3
17,13.058,61,6,5.68
17,8.13857142857143,61,6,17.8
17,11.392888888888887,61,6,19.3
17,11.016666666666666,61,6,2.0
17,3.8044444444444445,61,6,4.4
17,0.6,61,6,0.2
17,6.1,61,6,6.3
17,5.563333333333333,61,6,3.7
17,2.83,61,6,0.8
17,3.743333333333333,61,6,0.7
15,14.789333333333332,61,22,15.28
15,9.540000000000001,61,22,19.4
15,6.471111111111111,61,22,14.6
15,9.386666666666667,61,22,8.6
15,6.573333333333333,61,22,6.1
15,4.043333333333333,61,22,5.9
15,5.786666666666666,61,22,3.9
15,1.9200000000000002,61,22,0.5
15,1.51,61,22,0.2
15,2.594666666666667,61,22,0.0
3,21.75,78,25,52.54
3,20.47,78,25,19.0
3,2.442,78,25,3.9
3,6.529999999999999,78,25,3.2
3,0.81,78,25,1.0
3,0.03,78,25,0.2
3,14.25,78,25,12.9
3,5.15,78,25,7.1
3,0.78,78,25,2.5
3,2.43,78,25,1.7
3,2.5666666666666664,78,25,1.1
3,0.91,78,25,0.6
8,24.014,78,23,36.160000000000004
8,11.79,78,23,4.699999999999999
8,11.030000000000001,78,23,15.5
8,12.3,78,23,9.6
8,6.8100000000000005,78,23,3.6
8,6.029999999999999,78,23,2.3
8,1.23,78,23,1.1
8,2.34,78,23,0.7
8,6.220000000000001,78,23,3.4999999999999996
6,20.476,61,5,13.86
6,-0.2,61,5,0.0
6,3.2199999999999998,61,5,2.0
6,7.57,61,5,4.3
6,9.879999999999999,61,5,5.0
6,5.5,61,5,3.5
6,10.17,61,5,3.3
6,4.4399999999999995,61,5,1.4
6,5.26,61,5,0.7
6,2.35,61,5,0.3
6,-0.3,61,5,-0.4
6,3.2,61,5,-0.2
24,19.136666666666667,61,20,11.2
24,6.75,61,20,21.1
24,5.7,61,20,7.5
24,1.8800000000000001,61,20,3.0
24,10.3,61,20,7.3
24,4.6,61,20,7.3
24,5.626,61,20,2.4
24,4.33,61,20,2.1
24,0.8400000000000001,61,20,1.0
32,9.46133333333333,78,16,39.74
32,5.556666666666667,78,16,12.6
32,2.1166666666666667,78,16,3.4
32,1.5,78,16,2.9
32,4.026666666666667,78,16,2.9
32,1.9044444444444442,78,16,2.6
32,1.657777777777778,78,16,1.8
32,3.986666666666667,78,16,1.7
32,-0.19666666666666666,78,16,0.6
32,0.5,78,16,0.0
10,18.15533333333333,78,29,10.04
10,0.68,78,29,1.1
10,9.433333333333334,78,29,3.1
10,15.184444444444445,78,29,10.5
10,5.213333333333333,78,29,4.8
10,0.7599999999999999,78,29,4.7
10,3.4766666666666666,78,29,3.3
10,10.790000000000001,78,29,1.7
10,4.211428571428572,78,29,0.9
10,0.13999999999999999,78,29,0.7
28,14.502,90,24,13.600000000000001
28,10.67,90,24,20.6
28,3.0300000000000002,90,24,4.3
28,3.5742857142857143,90,24,3.4
28,6.41,90,24,17.3
28,4.9799999999999995,90,24,5.9
28,8.43,90,24,3.1
28,10.82,90,24,1.7
28,0.32428571428571434,90,24,1.1
28,0.27999999999999997,90,24,0.2
22,12.396,90,31,26.160000000000004
22,10.116,90,31,13.48
22,6.296666666666667,90,31,1.2
22,9.471111111111112,90,31,1.0
22,4.373333333333333,90,31,7.0
22,6.75,90,31,6.1
22,5.505111111111112,90,31,4.2
22,4.55,90,31,4.0
22,1.6199999999999999,90,31,3.1
22,3.17,90,31,1.6
16,12.672,70,26,20.34
16,8.707777777777777,70,26,11.7
16,4.222222222222223,70,26,18.7
16,9.690000000000001,70,26,7.9
16,3.4744444444444444,70,26,3.8
16,4.1899999999999995,70,26,2.7
16,2.5414285714285714,70,26,2.4
16,4.33,70,26,1.1
16,3.624444444444444,70,26,0.8
16,0.9866666666666666,70,26,0.7
16,7.418571428571429,70,26,2.8
1,25.967555555555553,70,28,25.26
1,19.726666666666667,70,28,28.4
1,8.07777777777778,70,28,7.5
1,13.946666666666665,70,28,5.6
1,3.0700000000000003,70,28,3.0
1,12.23,70,28,11.4
1,1.4966666666666666,70,28,1.6
1,0.21000000000000002,70,28,1.6
1,2.68,70,28,1.3
1,2.521111111111111,70,28,1.3
1,0.08,70,28,0.7
1,1.2366666666666668,70,28,0.0
30,12.070285714285713,89,7,9.1
30,3.964666666666667,89,7,0.32
30,5.97,89,7,5.7
30,8.73,89,7,4.0
30,3.7300000000000004,89,7,1.6
30,6.1899999999999995,89,7,3.4
30,3.18,89,7,3.0
30,1.74,89,7,1.1
30,1.71,89,7,0.9
30,0.6900000000000001,89,7,0.7
30,0.37,89,7,0.3
29,15.614,89,1,8.9
29,12.01,89,1,9.0
29,2.14,89,1,1.0
29,0.5,89,1,0.5
29,4.9399999999999995,89,1,4.0
29,7.369999999999999,89,1,3.1
29,3.0,89,1,1.8
29,5.99,89,1,-0.3999999999999999
29,0.13,89,1,0.5
29,1.7399999999999998,89,1,0.0
29,1.6800000000000002,89,1,0.0
27,13.624,78,11,19.78
27,17.95,78,11,23.7
27,1.13,78,11,2.5
27,0.5700000000000001,78,11,0.8
27,11.693999999999999,78,11,10.9
27,8.03,78,11,8.0
27,2.527142857142857,78,11,3.9
27,5.5,78,11,1.9
27,2.7,78,11,1.5
14,18.70711111111111,78,18,25.0
14,5.006666666666666,78,18,1.7000000000000002
14,9.87,78,18,3.0999999999999996
14,10.618571428571428,78,18,10.1
14,14.294444444444444,78,18,8.6
14,3.41,78,18,5.3
14,2.19,78,18,4.4
14,0.7,78,18,2.8
14,0.99,78,18,1.8
14,5.07,78,18,1.0
19,20.012,62,8,19.900000000000002
19,0.0,62,8,0.0
19,8.346666666666668,62,8,4.7
19,5.05,62,8,4.5
19,4.215714285714286,62,8,6.5
19,8.06,62,8,7.6
19,14.379999999999999,62,8,5.2
19,6.8100000000000005,62,8,4.5
19,5.5600000000000005,62,8,0.20000000000000018
19,1.59,62,8,0.0
19,5.9799999999999995,62,8,0.0
