NFL Game Stats Data in form player_team_offense_ranking,player_fantasy_avg,weather,opp_team_defense_ranking,f_points_earned 
25,13.826,62,17,16.8
25,12.89,62,17,36.0
25,7.64,62,17,1.7
25,5.73,62,17,4.5
25,5.0,62,17,0.3
25,3.65,62,17,7.0
25,4.75,62,17,6.5
25,5.584285714285714,62,17,4.6
25,3.567142857142857,62,17,0.0
13,19.669999999999998,80,14,17.04
13,20.685714285714287,80,14,20.4
13,9.16,80,14,5.1
13,9.33,80,14,3.6
13,8.18,80,14,8.1
13,2.29,80,14,4.5
13,8.81,80,14,2.4000000000000004
13,2.4,80,14,0.6
2,20.062666666666665,80,9,25.56
2,24.104444444444447,80,9,25.6
2,3.236666666666667,80,9,4.2
2,11.3,80,9,11.700000000000001
2,10.547777777777778,80,9,9.0
2,1.8866666666666667,80,9,3.5
2,1.6199999999999999,80,9,0.3
2,13.032857142857143,80,9,6.8
26,14.89,61,4,8.819999999999999
26,13.83,61,4,11.799999999999999
26,5.09,61,4,2.0
26,3.7871428571428574,61,4,4.7
26,6.08,61,4,4.6
26,1.55,61,4,2.3
26,3.5100000000000002,61,4,2.2
26,3.7600000000000002,61,4,1.7
26,0.53,61,4,0.0
21,16.186,61,2,15.58
21,9.668571428571427,61,2,24.4
21,9.84,61,2,8.2
21,2.77,61,2,0.5
21,0.13,61,2,0.2
21,3.27,61,2,3.0
21,3.1114285714285717,61,2,2.7
21,3.29,61,2,2.5
21,7.941428571428572,61,2,0.7
21,6.9,61,2,0.4
5,20.274,78,13,5.6000000000000005
5,10.08,78,13,20.1
5,10.190000000000001,78,13,6.8
5,8.42,78,13,5.5
5,6.75,78,13,5.0
5,5.801428571428572,78,13,3.5
5,7.28,78,13,3.4
5,0.21000000000000002,78,13,0.9
5,1.56,78,13,0.2
31,3.562000000000001,78,3,8.280000000000001
31,8.281333333333334,78,3,0.6399999999999999
31,11.52,78,3,6.1
31,1.55,78,3,1.0
31,6.78,78,3,9.0
31,3.45,78,3,3.5
31,0.25,78,3,1.2
31,0.7966666666666669,78,3,0.9
31,5.96,78,3,0.9
31,2.16,78,3,0.8
31,0.45,78,3,0.0
4,17.83844444444444,78,19,7.5200000000000005
4,11.216666666666665,78,19,4.9
4,15.176666666666668,78,19,5.1
4,6.9714285714285715,78,19,5.1
4,5.033333333333333,78,19,3.1
4,3.2333333333333334,78,19,2.6
4,4.6177777777777775,78,19,1.2
4,0.36,78,19,0.0
23,15.665999999999997,78,15,17.48
23,9.1,78,15,11.0
23,4.720000000000001,78,15,6.5
23,10.275714285714287,78,15,6.9
23,9.41,78,15,6.9
23,8.89,78,15,5.3
23,3.4,78,15,3.6
23,0.9400000000000001,78,15,1.0
23,0.7,78,15,0.4
23,-0.06,78,15,-0.5
9,19.89,77,32,24.019999999999996
9,20.32,77,32,9.5
9,0.4666666666666667,77,32,1.8
9,9.9,77,32,11.6
9,5.225714285714285,77,32,11.2
9,14.18,77,32,5.0
9,1.7971428571428572,77,32,2.5
9,2.0300000000000002,77,32,0.9
9,4.95,77,32,0.7
9,0.55,77,32,0.0
7,22.672,77,12,25.14
7,6.78,77,12,3.3
7,6.369999999999999,77,12,3.4
7,12.33,77,12,13.7
7,7.25,77,12,5.4
7,9.65,77,12,7.2
7,11.82,77,12,3.7
7,3.6100000000000003,77,12,3.4
7,0.78,77,12,0.9
7,1.4300000000000002,77,12,1.7
10,18.15533333333333,75,14,29.68
10,7.359999999999999,75,14,2.0
10,1.02,75,14,0.4
10,9.433333333333334,75,14,1.8
10,15.184444444444445,75,14,13.5
10,10.790000000000001,75,14,12.3
10,5.213333333333333,75,14,5.7
10,3.4766666666666666,75,14,4.7
10,4.211428571428572,75,14,3.3
10,0.7599999999999999,75,14,0.7
10,0.45,75,14,0.3
10,0.68,75,14,0.1
2,20.062666666666665,75,16,39.300000000000004
2,0.082,75,16,0.0
2,24.104444444444447,75,16,15.600000000000001
2,10.547777777777778,75,16,12.6
2,13.032857142857143,75,16,16.2
2,11.3,75,16,10.1
2,1.6199999999999999,75,16,1.3
2,2.5133333333333336,75,16,0.0
2,1.8866666666666667,75,16,0.0
7,15.042000000000002,66,3,6.500000000000001
7,22.672,66,3,3.04
7,3.4,66,3,2.8
7,6.78,66,3,3.0
7,11.82,66,3,11.2
7,12.33,66,3,5.9
7,6.369999999999999,66,3,3.6
7,3.6100000000000003,66,3,2.9
7,7.25,66,3,2.2
7,0.35,66,3,0.8
7,9.65,66,3,0.0
5,20.274,66,32,43.459999999999994
5,10.190000000000001,66,32,17.4
5,10.08,66,32,2.5
5,7.28,66,32,11.4
5,8.42,66,32,8.6
5,6.75,66,32,2.3
5,1.56,66,32,2.0
5,0.21000000000000002,66,32,0.0
5,-0.16999999999999998,66,32,-0.2
11,17.272000000000002,78,25,24.78
11,10.329999999999998,78,25,33.599999999999994
11,1.08,78,25,3.6999999999999997
11,0.65,78,25,1.6
11,11.54,78,25,10.0
11,12.59,78,25,7.8
11,3.92,78,25,5.2
11,5.9799999999999995,78,25,3.8
11,3.8,78,25,0.6
11,0.72,78,25,0.0
8,24.014,78,27,29.26
8,11.79,78,27,7.699999999999999
8,6.220000000000001,78,27,16.8
8,11.030000000000001,78,27,5.5
8,12.3,78,27,17.3
8,6.8100000000000005,78,27,11.1
8,6.029999999999999,78,27,1.9
8,1.23,78,27,1.7
8,0.51,78,27,0.4
8,2.34,78,27,0.2
24,19.136666666666667,80,1,20.720000000000002
24,9.1,80,1,8.1
24,6.75,80,1,5.4
24,10.3,80,1,11.2
24,11.219999999999999,80,1,10.5
24,4.33,80,1,5.6
24,5.626,80,1,2.2
24,1.06,80,1,1.4
24,4.6,80,1,1.3
30,12.070285714285713,80,5,36.36
30,5.97,80,5,3.0999999999999996
30,6.1899999999999995,80,5,16.1
30,3.18,80,5,7.7
30,8.73,80,5,6.6
30,3.7300000000000004,80,5,2.7
30,0.6900000000000001,80,5,0.6
30,1.71,80,5,0.0
22,12.396,65,15,0.0
22,12.292,65,15,6.1000000000000005
22,6.296666666666667,65,15,5.699999999999999
22,9.471111111111112,65,15,1.6
22,0.5,65,15,0.3
22,10.116,65,15,2.1
22,6.75,65,15,4.0
22,5.505111111111112,65,15,2.1
22,4.373333333333333,65,15,1.7
22,1.6199999999999999,65,15,0.9
4,17.83844444444444,65,24,18.96
4,11.216666666666665,65,24,23.2
4,15.176666666666668,65,24,23.2
4,4.6177777777777775,65,24,6.5
4,1.42,65,24,1.1
4,3.8633333333333333,65,24,5.5
4,6.9714285714285715,65,24,4.4
4,18.6,65,24,3.2
4,5.033333333333333,65,24,2.5
4,0.36,65,24,0.0
4,0.19,65,24,-0.4
4,-0.25,65,24,-0.3
18,10.831555555555555,86,7,11.48
18,6.755714285714286,86,7,5.2
18,4.9557142857142855,86,7,6.6
18,2.69,86,7,2.3
18,5.98,86,7,1.8
18,4.257777777777777,86,7,1.8
18,1.1099999999999999,86,7,1.3
18,10.283333333333333,86,7,0.3
18,15.92,86,7,0.0
29,15.614,86,21,24.32
29,12.01,86,21,20.0
29,4.5,86,21,3.5
29,7.369999999999999,86,21,12.1
29,2.14,86,21,1.7
29,5.99,86,21,10.9
29,1.6800000000000002,86,21,2.8
29,3.0,86,21,2.4
29,4.9399999999999995,86,21,1.5
29,1.58,86,21,1.1
29,1.7399999999999998,86,21,0.6
32,9.46133333333333,49,17,1.94
32,5.67,49,17,3.7
32,5.556666666666667,49,17,1.5
32,1.657777777777778,49,17,4.0
32,3.986666666666667,49,17,3.8
32,4.026666666666667,49,17,3.4
32,1.9044444444444442,49,17,1.3
32,1.5,49,17,0.8
32,0.25,49,17,0.5
32,0.5,49,17,0.0
19,20.012,49,29,15.02
19,8.346666666666668,49,29,20.2
19,5.05,49,29,2.7
19,4.215714285714286,49,29,7.3999999999999995
19,14.379999999999999,49,29,8.1
19,8.06,49,29,8.0
19,5.9799999999999995,49,29,3.8
19,6.8100000000000005,49,29,2.1
19,1.59,49,29,0.5
23,15.665999999999997,78,2,20.78
23,9.1,78,2,17.6
23,0.33999999999999997,78,2,1.7
23,4.720000000000001,78,2,1.2
23,3.4,78,2,2.7
23,10.275714285714287,78,2,13.2
23,8.89,78,2,7.4
23,9.41,78,2,5.6
23,0.39,78,2,1.2
23,0.9400000000000001,78,2,0.6
23,0.37,78,2,0.6
26,14.89,78,19,18.4
26,13.83,78,19,24.0
26,0.61,78,19,2.2
26,5.09,78,19,0.7
26,6.08,78,19,5.3
26,3.7600000000000002,78,19,4.5
26,3.7871428571428574,78,19,3.9
26,3.5100000000000002,78,19,3.0
14,18.70711111111111,78,20,37.1
14,9.87,78,20,4.9
14,5.006666666666666,78,20,3.1
14,14.294444444444444,78,20,16.9
14,10.618571428571428,78,20,4.9
14,0.99,78,20,2.4
14,0.16999999999999998,78,20,1.2
14,2.19,78,20,1.2
14,6.4,78,20,10.700000000000001
6,20.476,78,11,33.660000000000004
6,3.2199999999999998,78,11,1.6
6,7.57,78,11,7.3
6,0.4,78,11,0.4
6,9.879999999999999,78,11,11.5
6,4.4399999999999995,78,11,8.5
6,5.5,78,11,6.4
6,2.35,78,11,5.6
6,10.17,78,11,4.0
6,3.2,78,11,2.4
6,3.6,78,11,1.7
20,13.975428571428573,71,31,12.8
20,7.316666666666666,71,31,34.5
20,1.1,71,31,20.2
20,5.511111111111111,71,31,5.6
20,5.046666666666667,71,31,6.1
20,4.6033333333333335,71,31,5.4
20,5.223333333333333,71,31,5.2
20,1.6666666666666665,71,31,4.9
20,7.753333333333333,71,31,3.4
20,0.09,71,31,0.0
28,14.502,71,30,29.580000000000005
28,10.67,71,30,15.7
28,3.0300000000000002,71,30,1.1
28,10.82,71,30,12.8
28,8.43,71,30,11.0
28,3.5742857142857143,71,30,5.1
28,6.41,71,30,4.8
28,0.29,71,30,2.3
28,4.404285714285714,71,30,1.2
28,0.32428571428571434,71,30,-0.1
28,4.9799999999999995,71,30,3.5999999999999996
21,16.186,78,13,8.98
21,7.941428571428572,78,13,36.400000000000006
21,2.77,78,13,4.9
21,9.84,78,13,5.3
21,3.9299999999999997,78,13,4.1
21,5.77,78,13,3.9
21,3.1114285714285717,78,13,0.6
21,3.27,78,13,0.5
21,6.9,78,13,0.5
31,8.281333333333334,78,4,12.5
31,11.52,78,4,21.2
31,6.78,78,4,3.5
31,1.55,78,4,0.1
31,3.45,78,4,5.2
31,5.96,78,4,2.8
31,2.16,78,4,2.2
31,0.25,78,4,0.5
31,0.45,78,4,0.4
16,11.831333333333331,78,9,17.82
16,8.707777777777777,78,9,7.1
16,4.222222222222223,78,9,1.7999999999999998
16,7.418571428571429,78,9,2.8
16,9.690000000000001,78,9,12.5
16,4.33,78,9,5.2
16,4.1899999999999995,78,9,3.4
16,3.4744444444444444,78,9,1.5
16,2.5414285714285714,78,9,1.2
16,0.9866666666666666,78,9,0.0
13,19.669999999999998,78,28,19.7
13,20.685714285714287,78,28,15.9
13,9.16,78,28,5.6
13,8.81,78,28,6.3
13,9.33,78,28,4.8
13,2.29,78,28,2.7
13,8.18,78,28,1.5
13,2.4,78,28,0.9
13,0.8300000000000001,78,28,0.2
3,21.75,71,18,8.58
3,2.442,71,18,2.8
3,20.47,71,18,54.1
3,0.81,71,18,1.5
3,0.04,71,18,0.2
3,6.529999999999999,71,18,0.1
3,2.43,71,18,6.3
3,14.25,71,18,4.7
3,2.5666666666666664,71,18,3.2
3,5.15,71,18,2.3
3,0.13,71,18,1.0
3,0.91,71,18,0.0
3,4.93,71,18,0.0
27,13.624,71,23,12.7
27,17.95,71,23,22.0
27,11.693999999999999,71,23,7.0
27,1.13,71,23,0.30000000000000004
27,8.03,71,23,7.7
27,2.527142857142857,71,23,2.9
27,1.02,71,23,0.9
27,0.39,71,23,0.7
15,14.789333333333332,69,12,22.22
15,9.540000000000001,69,12,2.5
15,6.471111111111111,69,12,4.7
15,2.594666666666667,69,12,1.7
15,0.53,69,12,1.4
15,9.386666666666667,69,12,11.9
15,1.5799999999999998,69,12,2.1999999999999997
15,5.786666666666666,69,12,5.6
15,1.9200000000000002,69,12,5.1
15,1.51,69,12,3.6
15,6.573333333333333,69,12,2.9
15,-0.1966666666666666,69,12,1.4
15,4.043333333333333,69,12,1.2
9,19.89,69,6,12.860000000000001
9,20.32,69,6,4.4
9,2.0300000000000002,69,6,3.3000000000000003
9,5.225714285714285,69,6,4.2
9,14.18,69,6,6.2
9,9.9,69,6,6.0
9,4.95,69,6,2.3
9,1.7971428571428572,69,6,1.0
1,25.967555555555553,65,22,28.86
1,19.726666666666667,65,22,29.5
1,1.5,65,22,2.1
1,3.0700000000000003,65,22,0.6
1,13.946666666666665,65,22,5.6000000000000005
1,12.23,65,22,7.8
1,2.68,65,22,5.9
1,1.2366666666666668,65,22,3.1
1,2.521111111111111,65,22,1.3
1,8.07777777777778,65,22,0.0
17,13.058,65,26,7.800000000000001
17,11.016666666666666,65,26,19.9
17,8.13857142857143,65,26,18.7
17,11.392888888888887,65,26,6.3
17,3.8044444444444445,65,26,1.4
17,3.743333333333333,65,26,5.7
17,5.563333333333333,65,26,5.1
17,0.6,65,26,3.2
17,6.1,65,26,2.4
17,1.42,65,26,1.7
6,20.476,66,15,22.6
6,7.57,66,15,9.0
6,3.2199999999999998,66,15,2.8
6,10.17,66,15,10.5
6,4.4399999999999995,66,15,6.6
6,5.5,66,15,5.8
6,5.26,66,15,4.4
6,3.2,66,15,2.6
6,2.35,66,15,1.2
6,-0.35,66,15,0.0
4,17.83844444444444,66,20,33.54
4,11.216666666666665,66,20,23.0
4,15.176666666666668,66,20,7.7
4,6.9714285714285715,66,20,7.5
4,9.696,66,20,5.7
4,18.6,66,20,5.0
4,5.033333333333333,66,20,3.4
4,3.8633333333333333,66,20,2.5
4,4.6177777777777775,66,20,1.1
27,13.624,80,10,17.24
27,11.693999999999999,80,10,17.38
27,17.95,80,10,12.899999999999999
27,8.03,80,10,7.5
27,1.02,80,10,5.2
27,0.9,80,10,2.7
27,2.527142857142857,80,10,1.7
27,0.39,80,10,0.0
12,22.244,80,18,16.38
12,14.509999999999998,80,18,9.3
12,5.17,80,18,6.7
12,2.3600000000000003,80,18,0.9
12,1.64,80,18,0.4
12,7.8100000000000005,80,18,5.3
12,1.09,80,18,3.8
12,7.76,80,18,3.7
12,3.06,80,18,2.5
12,4.85,80,18,0.0
30,12.070285714285713,62,29,4.16
30,5.97,62,29,5.6
30,8.73,62,29,2.8
30,6.1899999999999995,62,29,4.9
30,3.18,62,29,1.0
30,3.7300000000000004,62,29,3.0
30,0.6900000000000001,62,29,0.6
30,1.71,62,29,0.0
30,1.74,62,29,0.0
30,0.85,62,29,0.0
32,9.46133333333333,62,1,15.18
32,-0.5,62,1,0.0
32,5.67,62,1,10.8
32,5.556666666666667,62,1,4.3
32,3.986666666666667,62,1,2.0
32,1.657777777777778,62,1,1.2
32,4.026666666666667,62,1,1.1
32,1.9044444444444442,62,1,0.9
32,1.5,62,1,0.0
32,-0.19666666666666666,62,1,0.39999999999999997
8,24.014,83,12,14.399999999999999
8,-0.95,83,12,0.10000000000000009
8,4.55,83,12,4.1000000000000005
8,11.79,83,12,3.0
8,6.220000000000001,83,12,13.0
8,6.029999999999999,83,12,7.7
8,6.8100000000000005,83,12,7.3
8,12.3,83,12,6.2
8,11.030000000000001,83,12,3.8
8,2.34,83,12,2.5
8,0.2,83,12,0.8
8,0.09,83,12,0.0
9,19.89,83,25,21.6
9,20.32,83,25,42.5
9,0.4666666666666667,83,25,0.8
9,14.18,83,25,10.1
9,9.9,83,25,3.4
9,4.95,83,25,2.0
9,0.55,83,25,0.9
9,5.225714285714285,83,25,0.6
9,2.0300000000000002,83,25,0.5
9,1.7971428571428572,83,25,0.0
9,0.16199999999999998,83,25,-0.3
17,13.058,77,21,21.08
17,11.016666666666666,77,21,8.1
17,8.13857142857143,77,21,4.7
17,6.1,77,21,10.5
17,11.392888888888887,77,21,7.2
17,3.8044444444444445,77,21,5.9
17,0.63,77,21,4.4
17,1.42,77,21,1.9
17,5.563333333333333,77,21,1.8
17,3.743333333333333,77,21,1.8
17,1.6166666666666667,77,21,0.6
18,10.831555555555555,77,22,18.42
18,10.283333333333333,77,22,35.099999999999994
18,6.755714285714286,77,22,7.9
18,5.98,77,22,12.3
18,15.92,77,22,2.0
18,0.6799999999999999,77,22,1.5
18,2.69,77,22,1.4
18,1.1099999999999999,77,22,1.0
18,-0.14444444444444443,77,22,0.4
18,4.9557142857142855,77,22,0.0
29,15.614,58,26,26.599999999999998
29,12.01,58,26,12.2
29,2.14,58,26,0.8
29,0.5,58,26,0.6
29,5.99,58,26,7.6
29,4.9399999999999995,58,26,7.0
29,1.7399999999999998,58,26,6.8
29,1.58,58,26,6.5
29,7.369999999999999,58,26,5.5
29,1.6800000000000002,58,26,2.7
29,0.13,58,26,0.0
29,3.0,58,26,0.0
1,25.967555555555553,58,7,21.82
1,19.726666666666667,58,7,21.4
1,13.946666666666665,58,7,8.7
1,12.23,58,7,10.0
1,8.07777777777778,58,7,7.8
1,2.521111111111111,58,7,2.1
1,1.4966666666666666,58,7,1.5
1,3.0700000000000003,58,7,1.3
1,1.5,58,7,1.3
1,2.68,58,7,0.5
1,1.2366666666666668,58,7,0.0
1,0.21000000000000002,58,7,0.0
19,20.012,78,19,26.68
19,8.346666666666668,78,19,5.9
19,5.05,78,19,5.199999999999999
19,4.215714285714286,78,19,3.8
19,14.379999999999999,78,19,14.0
19,2.8600000000000003,78,19,8.9
19,6.8100000000000005,78,19,7.6
19,5.9799999999999995,78,19,6.8
19,1.59,78,19,0.8
23,15.665999999999997,78,17,15.22
23,9.1,78,17,8.5
23,4.720000000000001,78,17,26.2
23,3.4,78,17,2.3
23,8.89,78,17,9.8
23,10.275714285714287,78,17,4.2
23,9.41,78,17,0.8
15,14.789333333333332,72,30,11.22
15,2.594666666666667,72,30,1.0
15,9.540000000000001,72,30,6.6000000000000005
15,6.471111111111111,72,30,5.800000000000001
15,6.573333333333333,72,30,6.6
15,9.386666666666667,72,30,5.8
15,5.786666666666666,72,30,5.5
15,1.5799999999999998,72,30,2.0
15,4.043333333333333,72,30,1.6
15,1.51,72,30,1.0
15,1.9200000000000002,72,30,0.8
15,2.34,72,30,0.7
15,0.53,72,30,0.7
20,13.975428571428573,72,6,17.98
20,1.1,72,6,7.699999999999999
20,5.511111111111111,72,6,4.2
20,7.316666666666666,72,6,0.2
20,7.753333333333333,72,6,6.9
20,5.223333333333333,72,6,6.9
20,5.046666666666667,72,6,6.6
20,0.82,72,6,6.1
20,1.9,72,6,2.6
20,4.6033333333333335,72,6,2.2
20,1.6666666666666665,72,6,0.8
20,-0.37,72,6,-1.1
22,12.396,87,27,7.1
22,6.296666666666667,87,27,6.3
22,9.471111111111112,87,27,11.5
22,0.5,87,27,0.2
22,10.116,87,27,4.3
22,5.505111111111112,87,27,3.0
22,1.6199999999999999,87,27,2.6
22,6.75,87,27,1.7
22,4.373333333333333,87,27,0.0
11,17.272000000000002,87,24,12.92
11,15.4,87,24,11.5
11,12.59,87,24,11.2
11,11.54,87,24,4.4
11,3.8,87,24,4.3
11,0.65,87,24,2.4
11,1.08,87,24,0.3
11,0.72,87,24,0.0
28,14.502,75,9,13.22
28,10.67,75,9,4.1
28,4.9799999999999995,75,9,5.7
28,3.0300000000000002,75,9,0.1
28,3.5742857142857143,75,9,7.1
28,6.41,75,9,4.3
28,4.404285714285714,75,9,4.1
28,8.43,75,9,2.0
28,10.82,75,9,1.0
28,0.41,75,9,0.0
13,19.669999999999998,75,31,21.360000000000003
13,20.685714285714287,75,31,24.0
13,9.16,75,31,5.9
13,8.81,75,31,9.5
13,8.18,75,31,4.8
13,9.33,75,31,6.6
13,2.29,75,31,1.9
13,2.4,75,31,1.3
13,0.0,75,31,0.0
31,8.281333333333334,79,28,10.5
31,11.52,79,28,31.1
31,6.78,79,28,9.0
31,5.96,79,28,3.5
31,2.16,79,28,2.3
31,0.7966666666666669,79,28,1.1
31,3.45,79,28,0.0
31,1.55,79,28,-0.1
16,11.831333333333331,79,13,26.66
16,4.222222222222223,79,13,9.1
16,8.707777777777777,79,13,6.1
16,3.4744444444444444,79,13,8.7
16,3.624444444444444,79,13,-1.0999999999999999
16,9.690000000000001,79,13,8.3
16,2.5414285714285714,79,13,6.1
16,4.33,79,13,4.7
16,4.1899999999999995,79,13,3.3
16,0.25,79,13,1.0
16,1.1199999999999999,79,13,0.7
2,20.062666666666665,53,4,14.34
2,24.104444444444447,53,4,47.3
2,11.3,53,4,14.5
2,2.5133333333333336,53,4,4.9
2,13.032857142857143,53,4,9.0
2,1.8866666666666667,53,4,2.6
2,1.6199999999999999,53,4,2.4
2,0.2,53,4,1.4
21,16.186,53,14,19.92
21,9.668571428571427,53,14,12.7
21,7.941428571428572,53,14,19.5
21,9.84,53,14,10.4
21,3.1114285714285717,53,14,4.3
21,5.77,53,14,3.8
21,3.9299999999999997,53,14,0.1
21,3.27,53,14,0.0
21,0.13,53,14,0.0
10,18.15533333333333,79,5,14.14
10,9.433333333333334,79,5,5.6
10,10.790000000000001,79,5,11.6
10,1.02,79,5,1.4
10,0.68,79,5,0.1
10,15.184444444444445,79,5,11.6
10,5.213333333333333,79,5,4.1
10,3.4766666666666666,79,5,2.1
10,0.7599999999999999,79,5,0.7
10,0.45,79,5,0.5
10,4.211428571428572,79,5,0.0
24,19.136666666666667,79,16,21.04
24,9.1,79,16,1.4
24,6.75,79,16,7.1000000000000005
24,10.3,79,16,11.0
24,0.6,79,16,4.8
24,5.626,79,16,4.5
24,11.219999999999999,79,16,3.9
24,4.6,79,16,1.6
24,4.33,79,16,0.4
24,1.8800000000000001,79,16,-0.1
26,14.89,78,11,11.72
26,13.83,78,11,8.4
26,0.61,78,11,1.0
26,3.7871428571428574,78,11,5.5
26,5.09,78,11,4.4
26,0.6599999999999999,78,11,3.2
26,1.55,78,11,1.9
26,0.53,78,11,1.1
26,6.08,78,11,0.8
26,3.7600000000000002,78,11,0.6
26,3.5100000000000002,78,11,0.3
14,18.70711111111111,78,2,21.0
14,5.006666666666666,78,2,11.899999999999999
14,6.4,78,2,5.3
14,14.294444444444444,78,2,13.1
14,2.19,78,2,6.5
14,10.618571428571428,78,2,1.5
14,3.41,78,2,1.1
14,0.99,78,2,0.9
14,0.1677777777777778,78,2,0.0
25,13.826,78,23,19.7
25,7.64,78,23,6.2
25,5.0,78,23,12.9
25,12.89,78,23,4.2
25,5.73,78,23,5.5
25,5.584285714285714,78,23,5.0
25,3.8700000000000006,78,23,4.7
25,4.75,78,23,2.1
25,3.65,78,23,1.5
25,0.36,78,23,0.6
3,21.75,78,8,26.720000000000002
3,8.08,78,8,31.3
3,20.47,78,8,3.9
3,2.442,78,8,14.3
3,4.93,78,8,11.1
3,14.25,78,8,7.4
3,2.5666666666666664,78,8,5.1
3,5.15,78,8,3.0
3,2.43,78,8,2.4
3,0.78,78,8,1.7
3,-0.15,78,8,-0.3
24,19.136666666666667,70,18,24.519999999999996
24,6.75,70,18,5.1
24,5.7,70,18,18.9
24,5.626,70,18,9.1
24,11.219999999999999,70,18,7.4
24,10.3,70,18,4.3
24,4.33,70,18,2.6
24,0.01428571428571429,70,18,1.1
24,4.6,70,18,0.7
27,13.624,70,5,9.24
27,17.95,70,5,34.9
27,1.13,70,5,4.2
27,2.7,70,5,5.2
27,11.693999999999999,70,5,4.4
27,8.03,70,5,3.7
27,0.39,70,5,2.4
27,0.9,70,5,0.0
12,22.244,52,8,21.3
12,14.509999999999998,52,8,6.6
12,5.17,52,8,3.7
12,7.8100000000000005,52,8,7.4
12,7.960000000000001,52,8,4.8
12,4.85,52,8,4.3
12,3.06,52,8,0.3
12,0.03,52,8,0.2
25,13.826,52,10,15.82
25,12.89,52,10,9.7
25,5.0,52,10,1.7000000000000002
25,3.8700000000000006,52,10,1.9
25,1.0,52,10,0.0
25,5.584285714285714,52,10,3.3000000000000003
25,3.65,52,10,4.8
25,4.75,52,10,3.6
25,3.567142857142857,52,10,2.0
25,0.36,52,10,1.2
25,0.4,52,10,0.0
9,19.89,51,27,18.559999999999995
9,20.32,51,27,36.900000000000006
9,0.4666666666666667,51,27,0.2
9,9.9,51,27,11.1
9,14.18,51,27,10.5
9,5.225714285714285,51,27,6.8
9,0.55,51,27,3.5
9,4.95,51,27,2.6
9,2.0300000000000002,51,27,0.7
9,0.24,51,27,0.0
9,1.7971428571428572,51,27,0.0
9,0.53,51,27,0.0
11,17.272000000000002,51,12,17.16
11,15.4,51,12,20.4
11,12.59,51,12,8.5
11,11.54,51,12,6.2
11,3.8,51,12,5.4
11,0.65,51,12,0.8
11,0.5,51,12,0.0
11,1.08,51,12,-0.2
21,16.186,52,31,20.880000000000003
21,9.668571428571427,52,31,5.9
21,2.77,52,31,7.0
21,7.941428571428572,52,31,2.6
21,9.84,52,31,2.0
21,5.77,52,31,5.2
21,3.9299999999999997,52,31,9.1
21,2.3,52,31,2.3
21,3.27,52,31,1.1
21,3.29,52,31,0.5
28,14.502,52,4,4.779999999999999
28,10.67,52,4,5.9
28,4.9799999999999995,52,4,5.1
28,4.404285714285714,52,4,3.1
28,3.5742857142857143,52,4,1.8
28,8.43,52,4,1.0
28,3.0300000000000002,52,4,0.8
28,0.32428571428571434,52,4,0.7
28,6.41,52,4,0.6
28,10.82,52,4,0.0
7,15.042000000000002,78,25,30.7
7,6.78,78,25,10.6
7,11.82,78,25,8.4
7,3.4,78,25,1.9000000000000001
7,6.369999999999999,78,25,8.2
7,9.65,78,25,6.2
7,12.33,78,25,5.8
7,7.25,78,25,5.6
7,3.6100000000000003,78,25,1.5
7,0.35,78,25,0.5
8,24.014,78,32,27.5
8,11.79,78,32,4.1
8,6.220000000000001,78,32,14.1
8,12.3,78,32,14.4
8,6.029999999999999,78,32,7.1
8,11.030000000000001,78,32,4.7
8,6.8100000000000005,78,32,4.6
8,0.51,78,32,3.3
8,0.13,78,32,0.9
6,20.476,60,21,22.74
6,16.93,60,21,9.3
6,7.57,60,21,3.5
6,-0.35,60,21,-0.7
6,2.35,60,21,4.3
6,4.4399999999999995,60,21,5.5
6,3.2,60,21,5.2
6,3.6,60,21,3.4
6,5.5,60,21,2.4
6,5.26,60,21,0.2
6,10.17,60,21,7.0
18,10.831555555555555,60,20,18.0
18,6.755714285714286,60,20,5.9
18,10.283333333333333,60,20,5.2
18,2.69,60,20,9.4
18,15.92,60,20,5.7
18,4.257777777777777,60,20,5.6
18,5.98,60,20,3.9
18,0.9400000000000001,60,20,1.3
18,4.9557142857142855,60,20,-1.1
31,8.281333333333334,78,16,7.6
31,11.52,78,16,16.9
31,1.55,78,16,0.4
31,0.25,78,16,0.2
31,6.78,78,16,7.7
31,3.45,78,16,6.9
31,5.96,78,16,3.9
31,0.7966666666666669,78,16,2.6
31,0.45,78,16,0.9
31,2.16,78,16,0.5
10,18.15533333333333,78,13,22.619999999999997
10,9.433333333333334,78,13,27.8
10,0.68,78,13,2.0
10,10.790000000000001,78,13,4.2
10,0.7599999999999999,78,13,0.1
10,15.184444444444445,78,13,12.3
10,3.4766666666666666,78,13,3.8
10,5.213333333333333,78,13,3.7
10,4.211428571428572,78,13,0.0
10,1.02,78,13,-0.4
5,20.274,89,24,27.34
5,10.08,89,24,4.9
5,10.190000000000001,89,24,22.1
5,7.28,89,24,11.9
5,0.21000000000000002,89,24,0.8
5,6.75,89,24,6.4
5,5.801428571428572,89,24,2.9
5,8.42,89,24,2.3
22,12.292,89,3,24.0
22,6.296666666666667,89,3,11.9
22,9.471111111111112,89,3,5.800000000000001
22,5.505111111111112,89,3,5.9
22,2.6399999999999997,89,3,4.9
22,6.75,89,3,3.5
22,4.373333333333333,89,3,3.2
22,1.6199999999999999,89,3,1.1
22,4.55,89,3,0.0
22,10.116,89,3,15.0
